Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2019-07-11,1297.6939910946696,13789.740200787859,1491.478507839191,19403.25133654907,12565.368037762215,30003.948526863263,2617.911788842246,1515.102102201182,1683.8605591822122,6697.469274032019,19378.410550726003
2019-07-12,1310.4913193805514,13890.058798394848,1497.054128429244,19523.961218664113,12783.92454309193,30234.948751458513,2625.8102823385857,1509.4861558334785,1673.0948933120308,6620.824438489621,19594.77911188733
2019-07-15,1312.0629210998702,13898.192738741362,1483.5797120032823,19423.944459197366,12734.993982197218,30331.819813385548,2631.5147498637193,1511.0907119385367,1679.7199184629117,6635.866882848409,19659.531746979406
2019-07-16,1314.532580944514,13869.723947528568,1467.5498028068798,19368.762798801916,12814.913898325249,30052.38405782678,2631.5147498637193,1508.6838777809494,1670.0584234512105,6602.91676663392,19632.68309340464
2019-07-17,1303.08233984662,13735.513931811107,1450.5906235121352,19203.217817615576,12536.009701225386,29966.690426122095,2628.881918698273,1501.864514334452,1677.2355340313313,6604.349380382376,19454.21851376063
2019-07-18,1308.2461740672388,13616.216140062255,1450.8229410367207,19361.865091252486,12566.999056458704,30201.416460791457,2648.18934724488,1499.8588192031293,1690.761627047713,6640.881030968005,19424.211195059423
2019-07-19,1312.0629210998702,13442.692079336652,1458.4894193480436,19272.19489310989,12632.239804318322,30048.658247752668,2629.3207238925143,1475.3893386009922,1666.19382544653,6571.399264167886,19289.967927185608
2019-07-22,1308.6952031299013,13494.207034864567,1464.994310036439,19306.68343085704,12645.287953890245,30410.061824942004,2615.7177628710406,1474.386491035331,1663.1573555857096,6559.938354180238,19304.1819202546
2019-07-23,1334.514374232996,13545.72199039248,1468.7113904298076,19527.410072438826,12801.865748753326,30581.44908835138,2633.2699706406834,1489.0280654939866,1652.9437751447683,6600.767846011236,19424.211195059423
2019-07-24,1334.0653451703336,13670.442409039008,1475.216281118203,19703.301614949316,12852.427328344529,30838.529983465443,2617.034178453764,1488.6269264677221,1654.0479460032484,6603.633073508147,19531.605809358476
2019-07-25,1324.6357348544207,13627.061393857606,1458.2571018234582,19589.489440383706,12831.224085290154,30607.5297588702,2618.350594036487,1481.4064239949603,1649.355219854708,6570.682957293659,19430.528525312307
2019-07-26,1325.758307511077,14016.134873765797,1450.1259884629642,19786.074105542484,12806.758804842797,30767.739592057223,2647.750542050639,1485.8189532838703,1655.9802450055886,6594.321084143184,19509.495153473377
2019-07-29,1321.2680168844518,13949.707694269277,1444.550367872911,19630.875685680294,12783.92454309193,30752.836351760758,2654.332619964255,1492.6383167303677,1663.9854837295698,6620.824438489621,19417.893864806538
2019-07-30,1330.0240836063708,13876.502231150662,1461.7418646922413,19596.38714793314,12834.486122683134,30547.916797684327,2661.3535030721123,1505.8759045970976,1651.8396042862882,6594.321084143184,19286.809262059167
2019-07-31,1309.8177757865578,13768.04969319716,1454.307703905504,19506.716949790538,12692.587496088467,30093.367968642066,2608.2580745689424,1501.062236281923,1643.2822801330672,6525.5556242172925,19064.123370644953
2019-08-01,1302.6333107839575,13700.26685697622,1422.2478855126988,19051.4682515281,12447.934691614902,29940.609755603276,2597.726749907157,1505.0736265445685,1660.396928439509,6539.165454827626,18806.692162839874
2019-08-02,1286.9172935907693,13572.835124880856,1403.6624835458554,19030.775128879806,12368.014775486872,29433.89958552338,2599.04316548988,1516.7066583062403,1660.9490138687493,6521.974089846152,18656.655569333845
2019-08-05,1263.3432678009874,13139.024973066844,1361.3806940712864,18409.981449431027,12023.869830527394,28223.01131143539,2530.5895551882727,1487.4235093889286,1636.1051695529463,6368.684418761356,18156.007146792675
2019-08-06,1264.6903549889748,13323.394287587798,1359.986788923773,18692.787458957693,12206.543924534322,28692.463380774123,2555.1538699618877,1505.0736265445685,1657.084415864069,6451.059709297579,18427.65234766675
2019-08-07,1281.7534593701505,13331.528227934312,1349.300182792838,18465.163109826473,12191.864756265908,28878.753884479967,2584.5625940799246,1519.1134924638275,1661.5010992979892,6451.059709297579,18490.825650195602
2019-08-08,1306.0010287539262,13602.65957281807,1388.561844447795,18789.355364649724,12405.528205506153,29579.206178413937,2617.911788842246,1543.1818340397,1679.7199184629117,6541.314375450309,18855.651472299734
2019-08-09,1296.3469039066822,13456.24864658084,1372.0673002022215,18734.173704254277,12301.143008930767,29236.431651595183,2602.1148018495674,1543.9841120922292,1679.9959611775316,6549.193751066819,18683.504222908607
2019-08-12,1275.4670524928754,13309.837720343612,1356.966661104161,18375.492911683872,12129.886045799272,28856.399024035265,2585.0013992741656,1541.1761389083774,1676.6834486020914,6484.726132386296,18410.279689471314
2019-08-13,1289.8359824980757,13507.763602108753,1370.208760005537,18603.11726081509,12275.04670978692,29582.931988488057,2615.2789576767996,1542.7806950134357,1678.3397048898114,6568.534036670974,18715.090874173035
2019-08-14,1248.9743377957868,13025.149808215667,1313.9879190558356,17934.039628520295,11901.543428290612,28677.56014047765,2573.5924642238974,1519.1134924638275,1663.9854837295698,6385.159476868601,18125.99982809147
2019-08-15,1249.1988523271182,13046.840315806367,1307.2507108428547,17996.11899646517,11888.495278718688,28625.398799440016,2612.207321317112,1540.7749998821128,1686.0689008991724,6408.081296843897,18099.151174516708
2019-08-16,1271.4257909289126,13212.230436185457,1325.3714777605271,18327.208958837855,12118.468914923838,29158.18964003873,2642.484879719746,1550.8034755387264,1693.5220541939134,6484.726132386296,18304.464407735486
